-3.1814	5.9754	1
3.0129	7.2067	1
0.40439	6.82	1
-2.3496	6.0795	1
0.96198	6.073	1
3.9392	6.703	1
1.384	6.3569	1
-0.47163	5.8096	1
-0.16558	6.6451	1
1.3832	7.7043	1
-3.2553	6.0426	1
1.7393	7.0179	1
1.6185	6.6807	1
-0.50802	6.4387	1
-0.59646	7.5431	1
1.2984	6.1846	1
-2.2912	6.1785	1
2.0891	7.6012	1
2.4882	6.7084	1
-1.1817	7.107	1
-1.7843	6.9248	1
-5.2225	5.3896	1
0.4059	6.633	1
-3.7382	6.2077	1
-1.5314	7.3994	1
1.8698	7.5626	1
-1.3579	5.8732	1
0.62831	6.1921	1
2.1096	6.5963	1
-1.4483	6.1456	1
0.95426	6.746	1
-1.0747	6.4549	1
-2.7889	6.3104	1
-2.7135	6.0696	1
-3.3403	7.112	1
-2.486	6.2555	1
-2.8094	6.0322	1
1.4878	5.98	1
2.3833	6.3704	1
-0.63958	6.8256	1
-0.74492	7.0378	1
1.851	7.0423	1
-0.10212	7.0223	1
-4.0255	6.1034	1
0.14953	6.983	1
0.16392	6.7736	1
-2.116	6.1334	1
-0.27974	6.5015	1
0.46332	6.8299	1
-4.9184	6.1981	1
-1.1728	5.5516	1
-6.5613	5.677	1
-4.7926	6.2372	1
-0.89823	6.6659	1
0.46099	6.14	1
0.41467	6.633	1
3.4257	7.7718	1
-0.6584	7.2237	1
1.0986	6.5531	1
-0.048424	6.3019	1
-5.4875	5.7056	1
1.0965	6.3408	1
-0.9452	6.5907	1
-1.054	5.9568	1
-3.5764	6.5342	1
-3.277	6.2859	1
-1.4102	5.83	1
4.6318	6.9949	1
0.67139	6.7808	1
-4.5011	5.8717	1
1.0212	6.833	1
1.9832	6.5939	1
-4.8751	5.8755	1
-0.87225	7.4861	1
-2.3199	6.1704	1
0.18836	6.4081	1
-4.5087	6.812	1
-2.8701	6.5911	1
-0.91985	6.2727	1
-4.169	6.2378	1
-1.3551	6.358	1
0.56811	6.9447	1
-1.2263	6.1505	1
-0.32302	6.299	1
0.090986	7.0371	1
2.8365	7.178	1
1.7754	6.7028	1
1.6941	6.7356	1
-2.4897	6.6345	1
-1.653	6.3492	1
-1.6346	6.9259	1
2.8209	6.83	1
3.1406	6.6273	1
-3.2079	6.2793	1
-5.9212	6.4967	1
-2.6612	6.3937	1
1.2715	6.7649	1
0.38456	6.6769	1
-0.36802	6.2047	1
-6.9893	6.1305	1
2.0011	13.243	-1
0.29129	13.053	-1
4.5002	14.144	-1
-1.0196	12.199	-1
7.1673	14.237	-1
-1.209	13.633	-1
5.44	13.765	-1
-0.32713	13.349	-1
0.053027	13.736	-1
-0.96184	13.631	-1
-2.4317	12.677	-1
-0.72582	12.529	-1
-1.2475	13.432	-1
-0.33823	12.902	-1
1.1926	14.03	-1
1.6403	13.797	-1
-1.8484	12.983	-1
-0.98983	13.572	-1
0.39998	13.181	-1
4.1978	14.081	-1
0.34806	13.635	-1
-2.1334	13.928	-1
4.561	14.221	-1
2.4927	12.777	-1
2.725	13.848	-1
0.40671	12.904	-1
3.8641	13.545	-1
3.3694	13.574	-1
-1.8238	12.876	-1
2.0107	13.241	-1
-0.079744	14.027	-1
0.59556	13.591	-1
1.6499	13.053	-1
1.4607	13.8	-1
-4.1755	12.867	-1
1.8958	13.21	-1
5.8125	13.487	-1
-0.99179	13.535	-1
4.0623	13.845	-1
-2.1088	12.676	-1
-2.2142	12.941	-1
-1.2651	12.776	-1
1.2736	13.005	-1
-2.467	12.909	-1
1.1754	13.789	-1
4.1683	14.187	-1
-1.544	12.499	-1
0.81562	13.436	-1
-1.4667	12.857	-1
4.2985	13.842	-1
-1.8214	13.231	-1
-3.6866	13.097	-1
1.5275	13.484	-1
-0.24125	12.771	-1
-2.7791	13.461	-1
0.6825	13.038	-1
0.23358	13.409	-1
-2.0158	13.432	-1
2.7803	13.845	-1
4.2255	14.69	-1
-2.048	13.428	-1
4.5179	14.33	-1
2.4939	13.433	-1
1.1403	13.366	-1
-1.0331	12.728	-1
1.7134	13.651	-1
1.2838	13.237	-1
1.6149	12.464	-1
-0.21197	12.939	-1
2.0447	13.583	-1
0.85763	13.673	-1
1.7428	13.847	-1
-0.38913	13.379	-1
-1.4465	13.287	-1
-0.64873	13.043	-1
-0.18492	13.282	-1
-1.5907	12.89	-1
0.37587	12.304	-1
-0.90567	14.275	-1
3.227	13.585	-1
1.9364	13.215	-1
-2.2712	13.475	-1
0.91588	13.354	-1
-2.0109	13.168	-1
-0.03144	13.233	-1
-1.5966	12.815	-1
-1.183	12.732	-1
-6.8644	12.528	-1
2.9434	13.649	-1
-2.1056	13.144	-1
4.415	13.632	-1
2.0556	13.844	-1
-3.0323	12.756	-1
3.4653	13.656	-1
-0.13231	14.093	-1
-0.73253	12.727	-1
3.2866	13.907	-1
1.5367	13.634	-1
3.045	13.447	-1
1.0074	14.024	-1
