-4.7675	-1.8947	1
1.2126	-3.9255	1
-1.2398	-2.9562	1
-3.9951	-2.2204	1
-1.1304	-3.8818	1
1.763	-4.8249	1
-0.62299	-3.847	1
-2.5036	-3.3931	1
-1.8209	-2.8227	1
0.050032	-2.6798	1
-4.7979	-1.7996	1
0.01522	-3.4522	1
-0.25797	-3.6838	1
-2.2206	-2.8302	1
-1.745	-1.8295	1
-0.78321	-3.9534	1
-3.895	-2.164	1
0.60982	-3.122	1
0.50906	-4.0947	1
-2.4699	-1.9146	1
-3.0828	-1.7711	1
-6.8281	-1.3815	1
-1.332	-3.1189	1
-5.1335	-1.4152	1
-2.6265	-1.4865	1
0.40061	-3.0458	1
-3.2393	-2.895	1
-1.3598	-3.6119	1
0.12508	-4.0025	1
-3.1815	-2.6139	1
-0.80058	-3.2952	1
-2.7033	-2.5328	1
-4.2601	-1.8008	1
-4.3152	-2.047	1
-4.3368	-0.83094	1
-4.0252	-1.9998	1
-4.4169	-2.0316	1
-0.72154	-4.2253	1
0.24921	-4.335	1
-2.1411	-2.4293	1
-2.1262	-2.1928	1
0.12418	-3.487	1
-1.5773	-2.5277	1
-5.4344	-1.3618	1
-1.379	-2.6876	1
-1.4712	-2.8761	1
-3.7658	-2.2906	1
-1.9915	-2.8899	1
-1.1838	-2.977	1
-6.1604	-0.83329	1
-3.2399	-3.266	1
-7.8437	-0.46314	1
-6.0319	-0.86235	1
-2.4449	-2.4383	1
-1.5308	-3.5733	1
-1.3244	-3.1232	1
1.8526	-3.6426	1
-1.9583	-2.0752	1
-0.77199	-3.5344	1
-1.891	-3.1784	1
-6.8995	-0.97528	1
-0.88003	-3.7172	1
-2.5232	-2.4799	1
-2.9343	-2.9745	1
-4.8301	-1.2133	1
-4.695	-1.578	1
-3.3063	-2.9063	1
2.5087	-4.9184	1
-1.0282	-3.1236	1
-5.9622	-1.3247	1
-0.69909	-3.2533	1
0.014466	-3.9414	1
-6.2842	-1.1344	1
-2.0123	-1.7409	1
-3.9239	-2.1566	1
-1.6328	-3.2049	1
-5.4986	-0.50654	1
-4.19	-1.5172	1
-2.6602	-2.768	1
-5.4915	-1.1736	1
-2.9945	-2.4765	1
-1.0356	-2.93	1
-2.9868	-2.7206	1
-2.1302	-3.0436	1
-1.4027	-2.6115	1
1.0455	-3.8621	1
-0.11109	-3.7432	1
-0.16509	-3.6741	1
-3.8389	-1.6697	1
-3.2569	-2.3352	1
-2.9527	-1.8449	1
0.85802	-4.1558	1
1.0335	-4.4911	1
-4.6385	-1.6183	1
-6.8796	-0.073364	1
-4.1079	-1.7925	1
-0.51638	-3.4375	1
-1.3285	-3.0701	1
-2.2164	-3.1029	1
-7.9876	0.14356	1
3.3547	1.8082	-1
1.779	2.4987	-1
5.9695	1.3391	-1
0.21659	2.4144	-1
8.3254	0.085488	-1
0.76944	3.7507	-1
6.5936	0.54034	-1
1.3914	3.0643	-1
1.9139	3.209	-1
0.98249	3.6254	-1
-0.7673	3.5345	-1
0.63611	2.5534	-1
0.63548	3.5957	-1
1.1579	2.6819	-1
3.0478	2.8937	-1
3.3191	2.4683	-1
-0.10953	3.5071	-1
0.92881	3.5884	-1
1.9368	2.5547	-1
5.6757	1.4351	-1
2.1187	2.9737	-1
0.11624	4.4682	-1
6.0601	1.3746	-1
3.5471	1.1582	-1
4.2841	1.9703	-1
1.8044	2.3118	-1
5.1191	1.1383	-1
4.7047	1.4101	-1
-0.14124	3.4029	-1
3.3619	1.8015	-1
1.9446	3.5277	-1
2.3111	2.8119	-1
2.9551	1.8187	-1
3.1648	2.5602	-1
-2.1826	4.5707	-1
3.2467	1.8318	-1
6.7774	0.11395	-1
0.90859	3.5573	-1
5.4403	1.2983	-1
-0.48816	3.372	-1
-0.44698	3.6542	-1
0.29247	3.0367	-1
2.6054	1.9655	-1
-0.68224	3.7523	-1
2.9126	2.694	-1
5.7035	1.5421	-1
-0.087668	2.9361	-1
2.4245	2.5681	-1
0.15848	3.208	-1
5.6434	1.1777	-1
0.038138	3.7088	-1
-1.644	4.5257	-1
3.0648	2.2535	-1
1.1768	2.5208	-1
-0.67629	4.3868	-1
2.1101	2.2898	-1
1.9067	2.8354	-1
-0.02979	3.9799	-1
4.3306	1.9402	-1
6.0046	1.9493	-1
-0.059917	3.9923	-1
6.0778	1.4911	-1
3.8762	1.726	-1
2.6706	2.345	-1
0.46923	2.879	-1
3.3094	2.3054	-1
2.7305	2.1618	-1
2.6306	1.3265	-1
1.2861	2.6516	-1
3.5622	2.0804	-1
2.5794	2.7523	-1
3.4329	2.4604	-1
1.3526	3.121	-1
0.39084	3.5699	-1
0.95945	2.9593	-1
1.4808	2.9346	-1
0.067499	3.2983	-1
1.4776	1.8076	-1
1.3534	4.1554	-1
4.587	1.491	-1
3.2846	1.8162	-1
-0.2294	4.1452	-1
2.4704	2.4471	-1
-0.15737	3.7492	-1
1.5893	2.8156	-1
0.024705	3.2361	-1
0.34122	2.9571	-1
-4.6806	5.6217	-1
4.3734	1.6881	-1
-0.25158	3.7755	-1
5.6396	0.93804	-1
3.7024	2.3014	-1
-1.2479	3.9032	-1
4.8292	1.4338	-1
1.9318	3.6106	-1
0.72922	2.7281	-1
4.7999	1.7406	-1
3.148	2.3791	-1
4.3607	1.463	-1
2.8842	2.9809	-1
